,stop_id,level6,level5,level4,level3,level2,level1,levelNights,stop_lat,stop_lon
3187,COMM_492,1,,,,,,,47.777544,-122.323222
3188,CTRAN_632,1,1,1,1,1,,,45.62851,-122.670441
3189,CTRAN_633,1,1,1,1,1,,,45.631333,-122.67046
3190,CTRAN_3260,1,1,1,,,,,45.632884,-122.677761
3191,CTRAN_2000,1,1,1,,,,,45.633888,-122.681007
3192,CTRAN_504,1,1,1,,,,,45.635331,-122.680978
3193,CTRAN_2001,1,1,1,,,,,45.636791,-122.680977
3194,CTRAN_505,1,1,1,,,,,45.638191,-122.680962
3195,CTRAN_4138,1,1,1,,,,,45.639913,-122.680895
3196,CTRAN_4137,1,1,1,,,,,45.641029,-122.680908
3197,CTRAN_3296,1,1,1,,,,,45.642663,-122.680851
3198,CTRAN_3297,1,1,1,,,,,45.64463,-122.68084
3199,CTRAN_6056,1,1,1,,,,,45.648105,-122.68074
3200,CTRAN_545,1,1,1,,,,,45.651686,-122.682392
3201,CTRAN_546,1,1,1,,,,,45.653276,-122.682395
3202,CTRAN_547,1,1,1,,,,,45.654814,-122.682405
3203,CTRAN_548,1,1,1,,,,,45.655949,-122.682419
3204,CTRAN_549,1,1,1,,,,,45.65789,-122.682419
3205,CTRAN_550,1,1,1,,,,,45.659408,-122.682424
3206,CTRAN_551,1,1,1,,,,,45.661249,-122.682398
3207,CTRAN_552,1,1,1,,,,,45.662529,-122.682419
3208,CTRAN_2006,1,1,1,,,,,45.663685,-122.682406
3209,CTRAN_553,1,1,1,,,,,45.665144,-122.682383
3210,CTRAN_554,1,1,1,,,,,45.668198,-122.682402
3211,CTRAN_2708,1,1,1,,,,,45.669427,-122.684908
3212,CTRAN_3114,1,1,1,,,,,45.670408,-122.686097
3213,CTRAN_2868,1,1,1,,,,,45.671669,-122.687538
3214,CTRAN_2709,1,1,1,,,,,45.673662,-122.690864
3215,CTRAN_2710,1,1,1,,,,,45.678402,-122.691562
3216,CTRAN_2836,1,1,1,,,,,45.678606,-122.686691
3217,CTRAN_2926,1,1,1,,,,,45.6786,-122.684332
3218,CTRAN_2927,1,1,1,,,,,45.678567,-122.680851
3219,CTRAN_744,1,1,1,,,,,45.679379,-122.679607
3220,CTRAN_2989,1,1,1,,,,,45.681773,-122.679571
3221,CTRAN_747,1,1,1,,,,,45.683235,-122.679554
3222,CTRAN_3465,1,1,1,,,,,45.685519,-122.679517
3223,CTRAN_748,1,1,1,,,,,45.688144,-122.679446
3224,CTRAN_749,1,1,1,,,,,45.689907,-122.679443
3225,CTRAN_750,1,1,1,,,,,45.691205,-122.679444
3226,CTRAN_752,1,1,1,,,,,45.692812,-122.678607
3227,CTRAN_753,1,1,1,,,,,45.692821,-122.674041
3228,CTRAN_3200,1,1,1,,,,,45.69283,-122.672374
3229,CTRAN_4153,1,1,1,1,,,,45.68959,-122.668487
3230,CTRAN_9013,1,1,1,,,,,45.690516,-122.663869
3231,CTRAN_4152,1,1,1,,,,,45.690226,-122.669062
3232,CTRAN_2233,1,1,1,,,,,45.693052,-122.671299
3233,CTRAN_2231,1,1,1,,,,,45.693007,-122.673595
3234,CTRAN_783,1,1,1,,,,,45.692171,-122.679597
3235,CTRAN_784,1,1,1,,,,,45.689852,-122.679665
3236,CTRAN_786,1,1,1,,,,,45.688214,-122.679669
3237,CTRAN_787,1,1,1,,,,,45.68409,-122.679688
3238,CTRAN_788,1,1,1,,,,,45.681869,-122.679809
3239,CTRAN_789,1,1,1,,,,,45.679861,-122.679796
3240,CTRAN_2838,1,1,1,,,,,45.678771,-122.680354
3241,CTRAN_2839,1,1,1,,,,,45.678798,-122.684255
3242,CTRAN_2840,1,1,1,,,,,45.678788,-122.686168
3243,CTRAN_2706,1,1,1,,,,,45.678617,-122.691504
3244,CTRAN_3242,1,1,1,,,,,45.673222,-122.690376
3245,CTRAN_2930,1,1,1,,,,,45.670623,-122.686583
3246,CTRAN_558,1,1,1,,,,,45.669216,-122.684805
3247,CTRAN_559,1,1,1,,,,,45.668183,-122.682568
3248,CTRAN_560,1,1,1,,,,,45.665266,-122.682552
3249,CTRAN_2007,1,1,1,,,,,45.663718,-122.682535
3250,CTRAN_561,1,1,1,,,,,45.662209,-122.682533
3251,CTRAN_4183,1,1,1,,,,,45.661005,-122.682558
3252,CTRAN_4184,1,1,1,,,,,45.658081,-122.682564
3253,CTRAN_2844,1,1,1,,,,,45.65514,-122.682564
3254,CTRAN_2845,1,1,1,,,,,45.65329,-122.682571
3255,CTRAN_2846,1,1,1,,,,,45.651862,-122.682551
3256,CTRAN_2847,1,1,1,1,,,,45.649985,-122.681276
3257,CTRAN_6055,1,1,1,1,,,,45.648205,-122.680893
3258,CTRAN_3283,1,1,1,1,,,,45.644379,-122.680969
3259,CTRAN_3284,1,1,1,1,,,,45.642611,-122.681044
3260,CTRAN_3285,1,1,1,1,,,,45.640679,-122.681069
3261,CTRAN_3294,1,1,1,,,,,45.639489,-122.681106
3262,CTRAN_524,1,1,1,,,,,45.637695,-122.681107
3263,CTRAN_525,1,1,1,,,,,45.635151,-122.681144
3264,CTRAN_2003,1,1,1,,,,,45.633881,-122.681122
3265,CTRAN_3492,1,1,1,1,,,,45.632591,-122.678131
3266,CTRAN_579,1,1,1,1,1,,,45.63084,-122.672821
3267,CTRAN_638,1,1,1,1,,,,45.627134,-122.671968
3268,CTRAN_1607,1,1,1,1,1,,,45.638298,-122.655614
3269,CTRAN_728,1,1,1,1,,,,45.640228,-122.666901
3270,CTRAN_6057,1,1,1,1,,,,45.640251,-122.672607
3271,CTRAN_6058,1,1,1,1,,,,45.640263,-122.675468
3272,CTRAN_6059,1,1,1,1,,,,45.640324,-122.680161
3273,CTRAN_3061,1,1,1,1,,,,45.64146,-122.692513
3274,CTRAN_6023,1,1,1,1,1,,,45.645599,-122.692322
3275,CTRAN_6066,1,1,1,1,,,,45.619328,-122.638853
3276,CTRAN_3273,1,1,1,1,,,,45.621082,-122.643259
